,Gm#,Date,,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled,HomeGame
20139,58,201806060,boxscore,CHC,,PHI,W-wo,7,5,,34-24,2, 1.0,Mazzoni,Morgan,,3:20,N,"40,275",+,,True
20140,59,201806070,boxscore,CHC,,PHI,W,4,3,,35-24,2, 0.5,Duensing,Pivetta,Morrow,3:20,D,"40,057",++,,True
20141,60,201806080,boxscore,CHC,,PIT,W,3,1,,36-24,2, 0.5,Montgomery,Kuhl,Strop,3:00,D,"40,097",+++,,True
20142,61,201806090,boxscore,CHC,,PIT,W,2,0,,37-24,2, 0.5,Lester,Kingham,Cishek,2:32,D,"41,045",++++,,True
20143,62,201806100,boxscore,CHC,,PIT,L,1,7,,37-25,2, 0.5,Nova,Hendricks,,3:22,D,"40,735",-,,True
20144,63,201806110,boxscore,CHC,@,MIL,W,7,2,11,38-25,1,up 0.5,Rosario,Albers,,3:54,N,"37,578",+,,False
20145,64,201806120,boxscore,CHC,@,MIL,L,0,4,,38-26,2, 0.5,Anderson,Chatwood,,2:49,N,"35,459",-,,False
20146,65,201806130,boxscore,CHC,@,MIL,L,0,1,,38-27,2, 1.5,Chacin,Montgomery,Knebel,2:54,D,"39,822",--,,False
20147,66,201806150,boxscore,CHC,@,STL,W,13,5,,39-27,2, 1.5,Lester,Wacha,,3:29,N,"46,188",+,,False
20148,67,201806160,boxscore,CHC,@,STL,W,6,3,,40-27,2, 0.5,Hendricks,Tuivailala,Morrow,3:23,N,"47,168",++,,False
20149,68,201806170,boxscore,CHC,@,STL,L,0,5,,40-28,2, 0.5,Brebbia,Quintana,,3:24,N,"46,214",-,,False
20150,69,201806191,boxscore,CHC,,LAD,L,3,4,,40-29,2, 0.5,Paredes,Wilson,Jansen,3:46,D,"39,273",--,,True
20151,70,201806192,boxscore,CHC,,LAD,W-wo,2,1,10,41-29,2, 0.5,Zastryzny,Stewart,,3:19,N,"40,409",+,,True
20152,71,201806200,boxscore,CHC,,LAD,W,4,0,,42-29,1, Tied,Lester,Stripling,,2:46,D,"41,199",++,,True
20153,72,201806210,boxscore,CHC,@,CIN,L,2,6,,42-30,2, 1.0,Harvey,Hendricks,Hughes,3:07,N,"19,581",-,,False
20154,73,201806220,boxscore,CHC,@,CIN,L,3,6,,42-31,2, 2.0,Castillo,Quintana,Iglesias,2:39,N,"25,885",--,,False
20155,74,201806230,boxscore,CHC,@,CIN,L,2,11,,42-32,2, 2.0,DeSclafani,Farrell,,2:58,D,"36,818",---,,False
20156,75,201806240,boxscore,CHC,@,CIN,L,6,8,,42-33,2, 2.0,Stephens,Strop,Iglesias,2:44,D,"30,508",----,,False
20157,76,201806250,boxscore,CHC,@,LAD,L,1,2,,42-34,2, 2.5,Maeda,Underwood,Jansen,2:32,N,"41,750",-----,,False
20158,77,201806260,boxscore,CHC,@,LAD,W,9,4,,43-34,2, 2.5,Lester,Garcia,,3:26,N,"53,904",+,,False
20159,78,201806270,boxscore,CHC,@,LAD,L,5,7,,43-35,2, 2.5,Wood,Hendricks,Jansen,3:08,N,"42,121",-,,False
20160,79,201806280,boxscore,CHC,@,LAD,W,11,5,,44-35,2, 2.5,Cishek,Buehler,,3:03,D,"52,187",+,,False
20161,80,201806290,boxscore,CHC,,MIN,W,10,6,,45-35,2, 2.5,Montgomery,Berrios,Morrow,3:27,D,"41,492",++,,True
20162,81,201806300,boxscore,CHC,,MIN,W,14,9,,46-35,2, 1.5,Wilson,Hildenberger,,3:44,D,"40,950",+++,,True
20163,82,201807010,boxscore,CHC,,MIN,W,11,10,,47-35,2, 0.5,Lester,Lynn,Morrow,3:43,D,"40,051",++++,,True
20164,83,201807030,boxscore,CHC,,DET,W,5,3,,48-35,2, 1.0,Wilson,Stumpf,Strop,2:57,D,"38,424",+++++,,True
20165,84,201807040,boxscore,CHC,,DET,W,5,2,,49-35,2, 1.0,Quintana,Liriano,Morrow,3:04,D,"40,510",++++++,,True
20166,85,201807060,boxscore,CHC,,CIN,L,2,3,,49-36,2, 2.5,Mahle,Montgomery,Iglesias,3:09,D,"41,434",-,,True
20167,86,201807070,boxscore,CHC,,CIN,W,8,7,,50-36,2, 1.5,Rosario,Hughes,Morrow,3:15,D,"41,538",+,,True
20168,87,201807080,boxscore,CHC,,CIN,W-wo,6,5,10,51-36,2, 1.5,Farrell,Stephens,,3:32,D,"38,655",++,,True
20169,88,201807090,boxscore,CHC,@,SFG,L-wo,1,2,11,51-37,2, 1.5,Blach,Cishek,,3:09,N,"38,024",-,,False
20170,89,201807100,boxscore,CHC,@,SFG,W,2,0,,52-37,2, 1.5,Quintana,Holland,Cishek,2:43,N,"39,113",+,,False
20171,90,201807110,boxscore,CHC,@,SFG,L-wo,4,5,13,52-38,2, 1.5,Rodriguez,Norwood,,4:30,D,"41,099",-,,False
20172,91,201807130,boxscore,CHC,@,SDP,W,5,4,10,53-38,1, Tied,Strop,Cimber,Morrow,3:29,N,"38,988",+,,False
20173,92,201807140,boxscore,CHC,@,SDP,W,11,6,,54-38,1,up 1.5,Hendricks,Perdomo,,3:13,N,"38,837",++,,False
20174,93,201807150,boxscore,CHC,@,SDP,W,7,4,,55-38,1,up 2.5,Lester,Lauer,Morrow,3:24,D,"37,672",+++,,False
20175,94,201807190,boxscore,CHC,,STL,W,9,6,,56-38,1,up 3.0,Duensing,Martinez,Strop,3:29,N,"41,406",++++,,True
20176,95,201807200,boxscore,CHC,,STL,L,5,18,,56-39,1,up 3.0,Flaherty,Lester,,3:54,D,"41,077",-,,True
20177,96,201807211,boxscore,CHC,,STL,W,7,2,,57-39,1,up 2.5,Chatwood,Weaver,,3:13,D,"41,004",+,,True
20178,97,201807212,boxscore,CHC,,STL,L,3,6,,57-40,1,up 2.5,Tuivailala,Wilson,Norris,3:38,N,"41,244",-,,True
20179,98,201807220,boxscore,CHC,,STL,W,7,2,,58-40,1,up 3.5,Quintana,Mayers,,3:05,D,"39,737",+,,True
20180,99,201807230,boxscore,CHC,,ARI,L,1,7,,58-41,1,up 2.5,Corbin,Farrell,,2:55,N,"40,859",-,,True
20181,100,201807240,boxscore,CHC,,ARI,L,1,5,,58-42,1,up 1.5,Buchholz,Hendricks,,3:13,N,"40,869",--,,True
20182,101,201807250,boxscore,CHC,,ARI,W,2,1,,59-42,1,up 2.5,Edwards,McFarland,Strop,2:39,D,"35,548",+,,True
20183,102,201807260,boxscore,CHC,,ARI,W-wo,7,6,,60-42,1,up 2.5,Butler,Boxberger,,3:22,D,"38,979",++,,True
20184,103,201807270,boxscore,CHC,@,STL,L,2,5,,60-43,1,up 1.5,Weaver,Montgomery,Norris,2:48,N,"47,169",-,,False
20185,104,201807280,boxscore,CHC,@,STL,L,2,6,,60-44,1,up 0.5,Mikolas,Quintana,,2:41,D,"47,514",--,,False
20186,105,201807290,boxscore,CHC,@,STL,W,5,2,,61-44,1,up 1.5,Hendricks,Gant,Strop,2:53,N,"45,553",+,,False
20187,106,201807310,boxscore,CHC,@,PIT,L,4,5,,61-45,1, Tied,Taillon,Lester,Vazquez,2:38,N,"18,972",-,,False
20188,107,201808010,boxscore,CHC,@,PIT,W,9,2,,62-45,1,up 1.0,Hamels,Kingham,,3:31,N,"18,600",+,,False
20189,108,201808020,boxscore,CHC,,SDP,L,1,6,,62-46,1,up 1.0,Erlin,Chavez,,2:57,N,"40,714",-,,True
20190,109,201808030,boxscore,CHC,,SDP,W,5,4,,63-46,1,up 1.0,Quintana,Ross,Strop,3:06,D,"40,894",+,,True
20191,110,201808040,boxscore,CHC,,SDP,W,5,4,,64-46,1,up 1.0,Hendricks,Lockett,Strop,2:38,D,"40,855",++,,True
20192,111,201808050,boxscore,CHC,,SDP,L,6,10,,64-47,1,up 1.0,Stammen,Edwards,,3:29,D,"41,136",-,,True
20193,112,201808060,boxscore,CHC,@,KCR,W,3,1,,65-47,1,up 1.5,Hamels,McCarthy,Strop,2:52,N,"32,339",+,,False
20194,113,201808070,boxscore,CHC,@,KCR,W,5,0,,66-47,1,up 2.5,Montgomery,Keller,,2:49,N,"27,883",++,,False
20195,114,201808080,boxscore,CHC,@,KCR,L,0,9,,66-48,1,up 1.5,Fillmyer,Quintana,,2:31,N,"24,294",-,,False
20196,115,201808100,boxscore,CHC,,WSN,W,3,2,,67-48,1,up 3.0,Cishek,Solis,Strop,3:10,D,"41,531",+,,True
20197,116,201808110,boxscore,CHC,,WSN,L,4,9,,67-49,1,up 2.0,Roark,Lester,,3:11,D,"41,320",-,,True
20198,117,201808120,boxscore,CHC,,WSN,W-wo,4,3,,68-49,1,up 3.0,Wilson,Madson,,2:56,N,"36,490",+,,True
20199,118,201808140,boxscore,CHC,,MIL,L,0,7,,68-50,1,up 2.0,Chacin,Quintana,,2:42,D,"40,441",-,,True
20200,119,201808150,boxscore,CHC,,MIL,W,8,4,,69-50,1,up 3.0,Hendricks,Guerra,,3:12,D,"39,619",+,,True
20201,120,201808160,boxscore,CHC,@,PIT,W,1,0,,70-50,1,up 3.5,Lester,Nova,Strop,2:48,N,"21,783",++,,False
20202,121,201808170,boxscore,CHC,@,PIT,W,1,0,,71-50,1,up 4.5,Hamels,Williams,Chavez,2:53,N,"24,298",+++,,False
20203,122,201808180,boxscore,CHC,@,PIT,L,1,3,,71-51,1,up 4.0,Musgrove,Chatwood,Vazquez,2:40,N,"35,100",-,,False
20204,123,201808190,boxscore,CHC,@,PIT,L-wo,1,2,11,71-52,1,up 3.5,Rodriguez,Kintzler,,3:41,D,"24,283",--,,False
20205,124,201808210,boxscore,CHC,@,DET,L,1,2,,71-53,1,up 2.5,Zimmermann,Hendricks,Greene,2:45,N,"26,638",---,,False
20206,125,201808220,boxscore,CHC,@,DET,W,8,2,,72-53,1,up 2.5,Lester,Liriano,,3:26,N,"28,286",+,,False
20207,126,201808230,boxscore,CHC,,CIN,W,7,1,,73-53,1,up 3.0,Hamels,DeSclafani,,2:27,N,"41,130",++,,True
20208,127,201808240,boxscore,CHC,,CIN,W-wo,3,2,10,74-53,1,up 3.0,Chavez,Iglesias,,3:01,D,"37,760",+++,,True
20209,128,201808250,boxscore,CHC,,CIN,W,10,6,,75-53,1,up 4.0,Quintana,Castillo,,3:26,D,"41,205",++++,,True
20210,129,201808260,boxscore,CHC,,CIN,W,9,0,,76-53,1,up 4.0,Hendricks,Bailey,,2:36,D,"40,331",+++++,,True
20211,130,201808270,boxscore,CHC,,NYM,W,7,4,,77-53,1,up 4.5,Cishek,Blevins,Chavez,3:15,N,"38,935",++++++,,True
20212,131,201808280,boxscore,CHC,,NYM,W-wo,2,1,11,78-53,1,up 4.5,Chavez,Sewald,,3:41,N,"37,017",+++++++,,True
20213,132,201808290,boxscore,CHC,,NYM,L,3,10,,78-54,1,up 4.5,Vargas,Mills,,3:10,D,"33,386",-,,True
20214,133,201808300,boxscore,CHC,@,ATL,W,5,4,,79-54,1,up 4.5,Kintzler,Foltynewicz,Strop,2:42,N,"37,603",+,,False
20215,134,201808310,boxscore,CHC,@,PHI,L-wo,1,2,10,79-55,1,up 3.5,Neshek,Cishek,,3:23,N,"22,556",-,,False
20216,135,201809010,boxscore,CHC,@,PHI,W,7,1,,80-55,1,up 4.5,Hendricks,Eflin,,2:41,N,"33,040",+,,False
20217,136,201809020,boxscore,CHC,@,PHI,W,8,1,,81-55,1,up 5.0,Lester,Nola,,3:37,D,"36,517",++,,False
20218,137,201809030,boxscore,CHC,@,MIL,L-wo,3,4,,81-56,1,up 4.0,Jeffress,Cishek,,3:13,D,"44,462",-,,False
20219,138,201809040,boxscore,CHC,@,MIL,L,1,11,,81-57,1,up 3.0,Miley,Montgomery,,3:20,N,"37,269",--,,False
20220,139,201809050,boxscore,CHC,@,MIL,W,6,4,,82-57,1,up 4.0,Quintana,Chacin,Strop,3:14,N,"37,427",+,,False
20221,140,201809060,boxscore,CHC,@,WSN,W,6,4,10,83-57,1,up 4.5,Strop,Cordero,Chavez,4:00,N,"32,070",++,,False
20222,141,201809081,boxscore,CHC,@,WSN,L,3,10,,83-58,1,up 2.5,Scherzer,Garcia,,2:45,D,,-,,False
20223,142,201809082,boxscore,CHC,@,WSN,L,5,6,,83-59,1,up 2.5,Suero,Wilson,Holland,3:15,D,"41,346",--,,False
20224,143,201809100,boxscore,CHC,,MIL,L,2,3,,83-60,1,up 1.0,Miley,Lester,Jeffress,3:19,N,"38,471",---,,True
20225,144,201809110,boxscore,CHC,,MIL,W,3,0,,84-60,1,up 2.0,Quintana,Chacin,Strop,2:54,N,"37,017",+,,True
20226,145,201809120,boxscore,CHC,,MIL,L,1,5,,84-61,1,up 1.0,Hader,Hendricks,,3:14,N,"40,234",-,,True
20227,146,201809130,boxscore,CHC,@,WSN,W,4,3,10,85-61,1,up 1.5,Strop,Doolittle,Rosario,3:46,D,"30,173",+,,False
20228,147,201809140,boxscore,CHC,,CIN,W,3,2,,86-61,1,up 1.5,Maples,Hernandez,De La Rosa,2:58,N,"36,468",++,,True
20229,148,201809150,boxscore,CHC,,CIN,W,1,0,,87-61,1,up 2.5,Lester,Romano,Cishek,2:39,D,"41,196",+++,,True
20230,149,201809160,boxscore,CHC,,CIN,L,1,2,,87-62,1,up 2.5,Castillo,Quintana,Iglesias,2:43,D,"41,314",-,,True
20231,150,201809170,boxscore,CHC,@,ARI,W,5,1,,88-62,1,up 2.5,Hendricks,Corbin,,2:46,N,"27,662",+,,False
20232,151,201809180,boxscore,CHC,@,ARI,W,9,1,,89-62,1,up 3.5,Montgomery,Andriese,,3:10,N,"26,095",++,,False
20233,152,201809190,boxscore,CHC,@,ARI,L,0,9,,89-63,1,up 2.5,Ray,Hamels,,2:20,N,"25,715",-,,False
20234,153,201809210,boxscore,CHC,@,CHW,L,4,10,,89-64,1,up 1.5,Lopez,Quintana,,3:33,D,"34,027",--,,False
20235,154,201809220,boxscore,CHC,@,CHW,W,8,3,,90-64,1,up 2.5,Lester,Giolito,,3:25,N,"39,724",+,,False
20236,155,201809230,boxscore,CHC,@,CHW,W,6,1,,91-64,1,up 2.5,Hendricks,Rodon,,3:08,D,"39,449",++,,False
20237,156,201809240,boxscore,CHC,,PIT,L,1,5,,91-65,1,up 1.5,Taillon,Hamels,,2:53,N,"34,570",-,,True
20238,157,201809250,boxscore,CHC,,PIT,L,0,6,,91-66,1,up 0.5,Archer,Montgomery,,3:17,N,"33,443",--,,True
20239,158,201809260,boxscore,CHC,,PIT,W-wo,7,6,10,92-66,1,up 0.5,Kintzler,Rodriguez,,3:42,N,"32,874",+,,True
20240,159,201809270,boxscore,CHC,,PIT,W,3,0,,93-66,1,up 1.0,Lester,Williams,Chavez,2:53,N,"38,415",++,,True
20241,160,201809280,boxscore,CHC,,STL,W,8,4,,94-66,1,up 1.0,Hendricks,Wainwright,,3:07,D,"39,442",+++,,True
20242,161,201809290,boxscore,CHC,,STL,L,1,2,,94-67,1, Tied,Mikolas,Hamels,Martinez,2:25,D,"40,784",-,,True
20243,162,201809300,boxscore,CHC,,STL,W,10,5,,95-67,1, Tied,Webster,Flaherty,,3:44,D,"39,275",+,,True
20244,163,201810010,boxscore,CHC,,MIL,L,1,3,,95-68,2, 1.0,Knebel,Wilson,Hader,3:06,D,"38,450",-,,True
20245,1,201803290,boxscore,CHW,@,KCR,W,14,7,,1-0,1,up 0.5,Shields,Duffy,,3:26,D,"36,517",+,,False
20246,2,201803310,boxscore,CHW,@,KCR,W,4,3,,2-0,1,up 1.0,Farquhar,Maurer,Soria,2:54,N,"17,564",++,,False
20247,3,201804020,boxscore,CHW,@,TOR,L,2,4,,2-1,1,up 0.5,Oh,Farquhar,Osuna,2:51,N,"16,629",-,,False
20248,4,201804030,boxscore,CHW,@,TOR,L,5,14,,2-2,1, Tied,Happ,Gonzalez,,3:27,N,"17,451",--,,False
20249,5,201804040,boxscore,CHW,@,TOR,W,4,3,,3-2,1, Tied,Jones,Tepera,Soria,2:56,N,"17,268",+,,False
20250,6,201804050,boxscore,CHW,,DET,L,7,9,10,3-3,2, 1.0,Jimenez,Infante,Greene,4:03,D,"33,318",-,,True
20251,7,201804070,boxscore,CHW,,DET,L,1,6,,3-4,2, 1.0,Fulmer,Giolito,,3:39,D,"16,625",--,,True
20252,8,201804080,boxscore,CHW,,DET,L,0,1,,3-5,4, 1.5,Fiers,Lopez,Greene,2:38,D,"11,131",---,,True
20253,9,201804090,boxscore,CHW,,TBR,L,4,5,,3-6,5, 1.5,Archer,Gonzalez,Colome,3:47,D,"10,377",----,,True
20254,10,201804100,boxscore,CHW,,TBR,L,5,6,,3-7,5, 2.5,Snell,Fulmer,Colome,3:44,D,"10,069",-----,,True
20255,11,201804110,boxscore,CHW,,TBR,W,2,1,,4-7,3, 2.5,Rondon,Pruitt,Jones,3:02,D,"10,431",+,,True
20256,12,201804120,boxscore,CHW,@,MIN,L,0,4,,4-8,3, 3.5,Berrios,Giolito,,2:55,N,"15,474",-,,False
20257,13,201804160,boxscore,CHW,@,OAK,L,1,8,,4-9,3, 4.0,Mengden,Lopez,,2:56,N,"7,479",--,,False
20258,14,201804170,boxscore,CHW,@,OAK,L,2,10,,4-10,4, 4.5,Cahill,Gonzalez,,2:56,N,"46,028",---,,False
20259,15,201804180,boxscore,CHW,@,OAK,L-wo,11,12,14,4-11,4, 5.0,Trivino,Shields,,5:48,D,"13,321",----,,False
20260,16,201804200,boxscore,CHW,,HOU,L,0,10,,4-12,4, 5.0,Verlander,Shields,,3:04,N,"14,211",-----,,True
20261,17,201804210,boxscore,CHW,,HOU,L,1,10,,4-13,4, 5.5,Keuchel,Giolito,,3:13,N,"23,902",------,,True
20262,18,201804220,boxscore,CHW,,HOU,L,1,7,,4-14,4, 6.5,McCullers,Bummer,,3:20,D,"17,167",-------,,True
20263,19,201804230,boxscore,CHW,,SEA,W,10,4,,5-14,4, 6.5,Fulmer,Leake,Beck,2:56,N,"13,614",+,,True
20264,20,201804240,boxscore,CHW,,SEA,L,0,1,,5-15,4, 6.5,Gonzales,Volstad,Diaz,2:52,D,"10,761",-,,True
20265,21,201804250,boxscore,CHW,,SEA,L,3,4,,5-16,4, 7.5,Hernandez,Shields,Diaz,2:57,D,"11,417",--,,True
20266,22,201804260,boxscore,CHW,@,KCR,W,6,3,,6-16,4, 6.5,Giolito,Junis,Soria,3:08,N,"18,315",+,,False
20267,23,201804270,boxscore,CHW,@,KCR,W,7,4,11,7-16,4, 6.5,Infante,Hill,Soria,3:34,N,"15,395",++,,False
20268,24,201804281,boxscore,CHW,@,KCR,W,8,0,,8-16,4, 6.0,Fulmer,Oaks,,2:49,D,"16,971",+++,,False
20269,25,201804282,boxscore,CHW,@,KCR,L,2,5,,8-17,4, 6.0,Skoglund,Covey,Herrera,2:39,N,"16,070",-,,False
20270,26,201804290,boxscore,CHW,@,KCR,L,4,5,,8-18,4, 6.0,McCarthy,Rondon,Boyer,3:19,D,"23,892",--,,False
20271,27,201805010,boxscore,CHW,@,STL,L-wo,2,3,,8-19,4, 6.5,Norris,Soria,,2:56,N,"38,800",---,,False
20272,28,201805020,boxscore,CHW,@,STL,L,2,3,,8-20,4, 7.5,Martinez,Giolito,Norris,2:37,D,"37,298",----,,False
20273,29,201805030,boxscore,CHW,,MIN,W-wo,6,5,,9-20,4, 7.0,Jones,Reed,,2:54,N,"13,260",+,,True
20274,30,201805040,boxscore,CHW,,MIN,L,4,6,,9-21,4, 7.0,Berrios,Fulmer,Rodney,3:19,N,"15,935",-,,True
20275,31,201805050,boxscore,CHW,,MIN,L,4,8,,9-22,4, 7.0,Lynn,Santiago,,3:23,N,"23,765",--,,True
20276,32,201805060,boxscore,CHW,,MIN,L,3,5,,9-23,5, 7.0,Duke,Rondon,Rodney,2:56,D,"17,424",---,,True
20277,33,201805080,boxscore,CHW,,PIT,L,6,10,,9-24,5, 7.0,Glasnow,Volstad,,3:53,N,"12,871",----,,True
20278,34,201805090,boxscore,CHW,,PIT,L,5,6,,9-25,5, 8.0,Rodriguez,Jones,Vazquez,2:46,D,"12,476",-----,,True
20279,35,201805110,boxscore,CHW,@,CHC,L,2,11,,9-26,5, 8.0,Chatwood,Fulmer,,3:45,D,"39,585",------,,False
20280,36,201805120,boxscore,CHW,@,CHC,L,4,8,,9-27,5, 9.0,Lester,Shields,Morrow,3:20,D,"41,099",-------,,False
20281,37,201805130,boxscore,CHW,@,CHC,W,5,3,,10-27,5, 9.0,Giolito,Hendricks,Rondon,2:47,D,"40,537",+,,False
20282,38,201805150,boxscore,CHW,@,PIT,L,0,7,,10-28,5, 8.5,Williams,Lopez,,3:03,N,"11,847",-,,False
20283,39,201805160,boxscore,CHW,@,PIT,L,2,3,,10-29,5, 9.5,Santana,Soria,Vazquez,2:45,D,"20,286",--,,False
20284,40,201805170,boxscore,CHW,,TEX,W,4,2,,11-29,5, 9.0,Avilan,Leclerc,Jones,2:54,N,"17,666",+,,True
20285,41,201805180,boxscore,CHW,,TEX,L,5,12,,11-30,5, 9.0,Chavez,Fulmer,,3:52,N,"16,373",-,,True
20286,42,201805190,boxscore,CHW,,TEX,W,5,3,,12-30,5, 9.0,Giolito,Jurado,Jones,2:58,N,"25,611",+,,True
20287,43,201805200,boxscore,CHW,,TEX,W,3,0,,13-30,4, 8.0,Lopez,Minor,Fry,2:28,D,"16,829",++,,True
20288,44,201805210,boxscore,CHW,,BAL,L,2,3,,13-31,4, 8.5,Cashner,Santiago,Brach,3:02,N,"11,628",-,,True
20289,45,201805220,boxscore,CHW,,BAL,W,3,2,,14-31,4, 8.5,Rondon,Givens,Jones,3:03,N,"12,590",+,,True
20290,46,201805230,boxscore,CHW,,BAL,W,11,1,,15-31,4, 8.5,Covey,Cobb,,2:54,N,"17,056",++,,True
20291,47,201805240,boxscore,CHW,,BAL,L,3,9,,15-32,5, 8.5,Bundy,Giolito,,3:00,D,"19,147",-,,True
20292,48,201805250,boxscore,CHW,@,DET,L,4,5,,15-33,5, 8.5,Farmer,Rondon,Greene,2:51,N,"24,648",--,,False
20293,49,201805260,boxscore,CHW,@,DET,W,8,4,,16-33,4, 8.5,Santiago,Liriano,,3:16,D,"27,032",+,,False
20294,50,201805270,boxscore,CHW,@,DET,L,2,3,,16-34,5, 9.5,Hardy,Shields,Greene,2:17,D,"23,419",-,,False
20295,51,201805280,boxscore,CHW,@,CLE,L,6,9,,16-35,5, 10.5,Plutko,Volstad,,3:12,D,"23,729",--,,False
20296,52,201805290,boxscore,CHW,@,CLE,L,3,7,,16-36,5, 11.5,Clevinger,Giolito,,2:58,N,"30,441",---,,False
20297,53,201805300,boxscore,CHW,@,CLE,L,1,9,,16-37,5, 12.5,Kluber,Lopez,,3:09,D,"17,930",----,,False
20298,54,201806010,boxscore,CHW,,MIL,W,8,3,,17-37,5, 12.0,Avilan,Anderson,,3:00,N,"20,004",+,,True
20299,55,201806020,boxscore,CHW,,MIL,L,0,5,,17-38,5, 12.0,Chacin,Shields,,2:52,D,"29,281",-,,True
20300,56,201806030,boxscore,CHW,,MIL,W,6,1,,18-38,5, 11.0,Volstad,Suter,,2:53,D,"25,338",+,,True
20301,57,201806051,boxscore,CHW,@,MIN,L,2,4,,18-39,5, 11.5,Duffey,Jones,Rodney,2:37,D,,-,,False
20302,58,201806052,boxscore,CHW,@,MIN,W,6,3,,19-39,5, 11.5,Giolito,Littell,Soria,3:07,D,"26,261",+,,False
20303,59,201806060,boxscore,CHW,@,MIN,W,5,2,,20-39,4, 11.5,Santiago,Odorizzi,Soria,3:27,N,"20,393",++,,False
20304,60,201806070,boxscore,CHW,@,MIN,L,2,7,,20-40,4, 12.0,Berrios,Shields,,2:14,D,"21,469",-,,False
20305,61,201806080,boxscore,CHW,@,BOS,W,1,0,,21-40,4, 12.0,Covey,Sale,Soria,2:24,N,"36,593",+,,False
20306,62,201806090,boxscore,CHW,@,BOS,L,2,4,,21-41,4, 12.0,Price,Rodon,Kimbrel,2:48,D,"36,675",-,,False
20307,63,201806100,boxscore,CHW,@,BOS,W,5,2,,22-41,4, 12.0,Lopez,Porcello,Soria,3:15,D,"36,998",+,,False
20308,64,201806110,boxscore,CHW,,CLE,L,0,4,,22-42,4, 13.0,Carrasco,Giolito,,2:59,N,"13,125",-,,True
20309,65,201806120,boxscore,CHW,,CLE,W,5,1,,23-42,4, 12.0,Shields,Plutko,Soria,2:57,N,"12,357",+,,True
20310,66,201806130,boxscore,CHW,,CLE,W,3,2,,24-42,4, 11.0,Covey,Bauer,Soria,2:31,N,"19,390",++,,True
20311,67,201806140,boxscore,CHW,,CLE,L,2,5,,24-43,4, 12.0,Clevinger,Volstad,Allen,2:52,D,"17,183",-,,True
20312,68,201806150,boxscore,CHW,,DET,L,3,4,,24-44,4, 12.0,Farmer,Minaya,Greene,3:23,N,"22,813",--,,True
20313,69,201806160,boxscore,CHW,,DET,L,5,7,,24-45,4, 12.0,Farmer,Fry,Greene,3:03,D,"23,195",---,,True
20314,70,201806170,boxscore,CHW,,DET,L,1,3,,24-46,4, 13.0,Hardy,Shields,Jimenez,2:59,D,"26,746",----,,True
20315,71,201806180,boxscore,CHW,@,CLE,L,2,6,,24-47,4, 14.0,Bauer,Covey,,3:02,N,"17,271",-----,,False
20316,72,201806190,boxscore,CHW,@,CLE,L,3,6,,24-48,4, 15.0,Clevinger,Rodon,Allen,2:46,N,"20,394",------,,False
20317,73,201806200,boxscore,CHW,@,CLE,L,0,12,,24-49,4, 16.0,Kluber,Lopez,,3:06,D,"23,101",-------,,False
20318,74,201806221,boxscore,CHW,,OAK,L,2,11,,24-50,4, 16.5,Manaea,Shields,,3:04,D,,--------,,True
20319,75,201806222,boxscore,CHW,,OAK,W,6,4,,25-50,4, 16.5,Giolito,Bassitt,Soria,2:47,D,"18,323",+,,True
20320,76,201806230,boxscore,CHW,,OAK,L,6,7,,25-51,4, 17.5,Trivino,Minaya,Treinen,3:28,D,"20,457",-,,True
20321,77,201806240,boxscore,CHW,,OAK,W,10,3,,26-51,4, 17.5,Rodon,Blackburn,,2:42,D,"21,908",+,,True
20322,78,201806260,boxscore,CHW,,MIN,W,8,4,,27-51,4, 16.0,Lopez,Lynn,,3:16,N,"16,276",++,,True
20323,79,201806270,boxscore,CHW,,MIN,W,6,1,,28-51,4, 16.0,Shields,Gibson,,2:56,N,"19,466",+++,,True
20324,80,201806280,boxscore,CHW,,MIN,L,1,2,13,28-52,4, 16.5,Busenitz,Santiago,,4:51,D,"21,610",-,,True
20325,81,201806290,boxscore,CHW,@,TEX,L,3,11,,28-53,4, 16.5,Gallardo,Covey,,2:47,N,"28,156",--,,False
20326,82,201806300,boxscore,CHW,@,TEX,L,4,13,,28-54,4, 16.5,Colon,Rodon,,3:28,N,"28,138",---,,False
20327,83,201807010,boxscore,CHW,@,TEX,W,10,5,,29-54,4, 16.5,Lopez,Hamels,Soria,3:16,D,"22,684",+,,False
20328,84,201807020,boxscore,CHW,@,CIN,L,3,5,,29-55,4, 17.5,Floro,Volstad,Iglesias,3:19,N,"16,727",-,,False
20329,85,201807030,boxscore,CHW,@,CIN,W,12,8,12,30-55,4, 17.5,Santiago,Stephens,,4:36,N,"22,742",+,,False
20330,86,201807040,boxscore,CHW,@,CIN,L,4,7,,30-56,4, 18.5,Romano,Covey,Hughes,3:22,N,"24,442",-,,False
20331,87,201807050,boxscore,CHW,@,HOU,L-wo,3,4,,30-57,4, 19.0,Smith,Soria,,3:05,N,"34,955",--,,False
20332,88,201807060,boxscore,CHW,@,HOU,L,4,11,,30-58,4, 20.0,McCullers,Lopez,Peacock,2:55,N,"38,153",---,,False
20333,89,201807070,boxscore,CHW,@,HOU,L,6,12,,30-59,4, 20.0,Morton,Shields,,3:19,D,"39,568",----,,False
